lemma,abs_frequency,ipm
поверхность,5048,70
борода,5047,70
ракета,5044,70
приказ,5042,70
документ,5040,70
стыдно,5038,70
строить,5035,70
немножко,5030,70
служить,5028,70
борька,5025,70
надпись,5022,70
погодить,5021,70
мяч,5020,70
хлопнуть,5020,70
правило,5020,70
подушка,5017,70
испуганно,5015,70
несчастный,5012,70
бледный,5007,70
волшебный,5003,69
николаевна,5001,69
павлик,5000,69
срываться,5000,69
полет,4997,69
удивительный,4985,69
шепнуть,4985,69
постепенно,4984,69
паша,4983,69
испытывать,4979,69
тоска,4975,69
неожиданный,4973,69
владимир,4964,69
уверенно,4963,69
еда,4960,69
оглядываться,4958,69
низко,4956,69
охота,4953,69
переглядываться,4950,69
палуба,4950,69
природа,4945,69
сомневаться,4941,69
отрывать,4939,69
пятнадцать,4937,69
страница,4930,68
ошибка,4921,68
строгий,4917,68
банка,4915,68
особенный,4912,68
юлька,4908,68
подбирать,4907,68
постараться,4906,68
позади,4899,68
дождаться,4899,68
связь,4894,68
спрятаться,4892,68
алена,4889,68
полчаса,4888,68
роман,4887,68
выбегать,4886,68
середина,4884,68
обида,4884,68
васильевна,4883,68
твердо,4880,68
пробираться,4880,68
создавать,4875,68
невозможно,4871,68
растериваться,4870,68
светлана,4868,68
повод,4868,68
прекрасно,4863,68
плавать,4862,68
слагать,4857,67
экспедиция,4853,67
обманывать,4852,67
портрет,4851,67
ботинок,4850,67
классный,4846,67
любопытство,4845,67
крышка,4842,67
дворец,4842,67
победа,4840,67
действие,4839,67
семен,4835,67
удивленно,4829,67
леша,4821,67
пояснять,4814,67
орать,4812,67
следом,4810,67
быстрый,4808,67
валька,4805,67
листок,4803,67
стас,4800,67
существовать,4800,67
покраснеть,4798,67
вадим,4794,67
низкий,4793,67
житель,4792,67
клетка,4791,67
лида,4788,67
пространство,4787,66
уговаривать,4778,66
ощущать,4775,66
м,4770,66
выводить,4769,66
мороз,4768,66
глухой,4768,66
потянуть,4767,66
древний,4764,66
бумажка,4760,66
чемодан,4755,66
кнопка,4753,66
преступник,4752,66
столовая,4745,66
обижать,4741,66
дверца,4737,66
опаздывать,4736,66
совершать,4736,66
леха,4735,66
михаил,4730,66
золото,4729,66
во-первых,4721,66
заканчиваться,4720,66
характер,4714,65
данила,4712,65
боевой,4710,65
затылок,4701,65
наклоняться,4700,65
лев,4699,65
летчик,4699,65
участок,4695,65
вылетать,4692,65
кое-что,4691,65
городской,4689,65
кость,4682,65
редко,4681,65
седой,4680,65
тропинка,4679,65
шепотом,4674,65
шофер,4670,65
длина,4668,65
украсть,4658,65
капля,4647,65
кормить,4646,65
океан,4645,65
э,4637,64
догнать,4636,64
заводить,4635,64
отступать,4635,64
сотня,4633,64
пояс,4629,64
твердый,4626,64
гусь,4620,64
блестеть,4617,64
пальто,4608,64
рюкзак,4607,64
заорать,4606,64
рисовать,4599,64
знаменитый,4598,64
ася,4597,64
роль,4595,64
жалеть,4592,64
печь,4589,64
восторг,4587,64
изучать,4586,64
сердиться,4580,64
одновременно,4579,64
смешной,4578,64
район,4578,64
посидеть,4578,64
допускать,4573,64
темно,4571,63
захватить,4567,63
ловко,4564,63
многое,4551,63
замечательный,4550,63
зло,4549,63
помчаться,4547,63
перемена,4545,63
результат,4543,63
смущаться,4541,63
туча,4540,63
илья,4539,63
построить,4538,63
карандаш,4537,63
председатель,4534,63
одеваться,4532,63
денис,4531,63
недалеко,4531,63
выбрасывать,4530,63
обсуждать,4526,63
ровно,4525,63
прозрачный,4517,63
санька,4515,63
шагнуть,4510,63
терпеть,4509,63
звучать,4508,63
ус,4506,63
дочка,4505,63
уверять,4502,63
отрываться,4498,62
изображать,4493,62
печка,4488,62
поворот,4487,62
огонек,4483,62
возраст,4481,62
выстрел,4481,62
осень,4481,62
пускай,4477,62
аппарат,4476,62
сергеевич,4474,62
рита,4474,62
заплакать,4474,62
серега,4472,62
двенадцать,4467,62
распахнуть,4466,62
прибегать,4466,62
местный,4457,62
приятный,4454,62
подоконник,4443,62
окошко,4442,62
также,4441,62
покой,4440,62
пятьдесят,4440,62
голый,4436,62
столб,4434,62
пацан,4432,62
партия,4428,62
шляпа,4427,61
холодно,4417,61
окончательно,4417,61
грустно,4417,61
яма,4416,61
валяться,4415,61
катер,4412,61
громкий,4405,61
молчание,4402,61
дернуть,4401,61
многие,4401,61
вслух,4399,61
некогда,4396,61
напротив,4395,61
ужин,4393,61
прижиматься,4393,61
чей-то,4391,61
растерянно,4390,61
ровный,4388,61
угодно,4382,61
сложный,4376,61
борьба,4372,61
дама,4367,61
беспокоиться,4367,61
поляна,4365,61
степан,4363,61
условие,4360,61
компьютер,4359,61
полка,4359,61
толкнуть,4359,61
громадный,4357,61
вряд,4356,61
собрание,4347,60
откликаться,4347,60
драться,4344,60
погода,4343,60
связывать,4343,60
редкий,4342,60
велосипед,4341,60
галина,4339,60
неизвестный,4335,60
горе,4331,60
ирина,4330,60
впечатление,4328,60
поход,4327,60
пуля,4326,60
понадобиться,4323,60
сдаваться,4320,60
аккуратно,4314,60
деваться,4314,60
ступать,4312,60
гриб,4311,60
портфель,4308,60
вокзал,4306,60
бродить,4305,60
макс,4299,60
огород,4299,60
мясо,4296,60
холод,4292,60
изменяться,4291,60
темыч,4289,60
вдвоем,4286,60
отыскивать,4286,60
вадька,4279,59
толя,4279,59
заяц,4277,59
мышка,4277,59
устраиваться,4275,59
сосна,4274,59
прыгнуть,4271,59
пообещать,4269,59
матвей,4267,59
сиять,4267,59
буркнуть,4263,59
задание,4263,59
камера,4261,59
сигнал,4261,59
глупость,4256,59
важно,4255,59
красота,4255,59
нету,4254,59
разыскивать,4248,59
привязывать,4248,59
яблоко,4243,59
кабина,4240,59
князь,4239,59
нижний,4236,59
щель,4234,59
штаб,4231,59
операция,4220,59
помощник,4215,59
дружба,4214,59
рисунок,4212,59
мнение,4209,58
подпрыгивать,4206,58
упираться,4206,58
присылать,4205,58
фильм,4202,58
мчаться,4200,58
честь,4199,58
граница,4199,58
определять,4199,58
специально,4194,58
сутки,4187,58
делаться,4186,58
полоса,4185,58
сожаление,4184,58
пассажир,4182,58
шутить,4178,58
член,4178,58
шестой,4174,58
стакан,4170,58
докладывать,4169,58
уснуть,4166,58
сбивать,4165,58
посреди,4163,58
арина,4160,58
курс,4159,58
юля,4156,58
павловна,4155,58
грязь,4153,58
мотька,4152,58
россия,4150,58
подсказывать,4149,58
рассердиться,4148,58
выяснять,4146,58
лампа,4145,58
сделаться,4145,58
добро,4143,58
трогать,4139,57
село,4138,57
фашист,4137,57
переспрашивать,4129,57
секрет,4129,57
улетать,4129,57
расстояние,4128,57
чей,4127,57
задерживаться,4126,57
рождение,4126,57
взрыв,4121,57
натягивать,4120,57
сверкать,4120,57
одевать,4120,57
течение,4118,57
размер,4118,57
задерживать,4117,57
анатолий,4102,57
повесить,4102,57
подводить,4098,57
свидание,4097,57
церковь,4095,57
потянуться,4085,57
